image,y,g_alignment,g_colorfulness,g_composition,g_contrast,g_harmony,g_local,g_simplicity,g_whitespace,r_colorfulness_variety,r_dominant_colors,r_edge_density,r_jpeg_bpp,r_whitespace,score,weighted_sum,x_anisotropy,x_contour_congestion,x_edge_orientation_entropy,x_feature_congestion,x_sequence
../calista/rating-based-dataset/images/foreign/18.png,5.15091066782307,0.152,0.39,0.84,1.0,0.855,0.784,0.01,0.131,68.6732,11.0,0.234,0.1564,0.3066,47.0,0.53,1.1043,0.6675,0.8625,0.0434,0.7
../calista/rating-based-dataset/images/foreign/19.png,5.224754244861484,0.136,0.507,0.37,1.0,0.863,0.714,0.0,0.015,62.0741,15.0,0.2773,0.1699,0.1678,22.0,0.3864,0.8362,0.7561,0.8998,0.0379,0.3
../calista/rating-based-dataset/images/foreign/2.png,3.3366425992779782,0.099,0.374,0.21,1.0,0.816,0.488,0.0,0.31,69.6146,11.0,0.5073,0.2765,0.382,16.0,0.339,0.8554,0.8236,0.9001,0.0535,0.3
../calista/rating-based-dataset/images/foreign/20.png,4.206233988044406,0.171,0.099,0.26,1.0,0.909,0.578,0.0,0.806,93.3832,11.0,0.3021,0.1927,0.5178,26.0,0.4123,1.0793,0.7237,0.8613,0.0421,0.8
../calista/rating-based-dataset/images/foreign/21.png,2.580273270708796,0.17,1.0,0.68,1.0,0.89,0.635,0.0,0.314,24.7582,12.0,0.3634,0.2347,0.3832,48.0,0.5362,1.1187,0.7572,0.8507,0.0196,0.3
../calista/rating-based-dataset/images/foreign/22.png,3.1546345811051695,0.302,0.784,0.06,1.0,0.933,0.752,0.183,0.987,47.2228,6.0,0.2096,0.1425,0.5946,36.0,0.4748,1.4652,0.5965,0.7829,0.0219,1.0
../calista/rating-based-dataset/images/foreign/23.png,4.433362753751103,0.169,0.983,0.18,1.0,1.0,0.35,0.2,0.297,19.1554,5.0,0.2164,0.1434,0.8623,26.0,0.4151,0.8597,0.7481,0.9016,0.0065,0.6
../calista/rating-based-dataset/images/foreign/24.png,4.42490494296578,0.13,0.999,0.16,1.0,0.795,0.472,0.036,0.462,26.1313,8.0,0.3602,0.1864,0.4267,22.0,0.3846,1.0575,0.7487,0.8555,0.0251,0.3
../calista/rating-based-dataset/images/foreign/25.png,4.519981834695731,0.177,0.643,0.69,1.0,0.873,0.637,0.011,0.463,54.9294,10.0,0.2605,0.1563,0.4271,47.0,0.5336,1.0009,0.7186,0.8766,0.022,0.7
../calista/rating-based-dataset/images/foreign/26.png,2.685490519373454,0.172,0.483,0.21,1.0,0.858,0.514,0.0,0.992,63.4014,10.0,0.4322,0.2864,0.6007,29.0,0.4312,0.7907,0.8315,0.9137,0.0404,0.0
../calista/rating-based-dataset/images/foreign/27.png,3.8102222222222224,0.17,0.155,0.44,1.0,0.908,0.659,0.036,0.801,86.4544,8.0,0.3148,0.1859,0.5165,36.0,0.4752,1.1222,0.7141,0.8575,0.033,0.1
../calista/rating-based-dataset/images/foreign/28.png,3.6514629948364887,0.21,0.626,0.64,1.0,0.877,0.607,0.036,0.226,55.7837,8.0,0.2777,0.1804,0.3517,41.0,0.502,1.4759,0.6521,0.7776,0.0333,0.9
../calista/rating-based-dataset/images/foreign/29.png,4.564248251748252,0.114,0.638,0.3,1.0,0.814,0.532,0.0,0.07,55.1523,14.0,0.3746,0.2056,0.2608,19.0,0.3609,1.0722,0.7457,0.8553,0.0453,0.6
../calista/rating-based-dataset/images/foreign/3.png,4.421209540034072,0.228,0.953,0.15,1.0,0.888,0.608,0.067,0.983,34.9217,12.0,0.2294,0.137,0.591,35.0,0.4685,0.8662,0.6927,0.9027,0.0256,0.9
../calista/rating-based-dataset/images/foreign/30.png,3.4785775492716366,0.147,0.805,0.12,1.0,0.858,0.694,0.0,0.481,45.9696,13.0,0.3236,0.1897,0.4319,21.0,0.3811,0.8397,0.7124,0.9006,0.0298,0.5
../calista/rating-based-dataset/images/foreign/31.png,5.003514938488577,0.144,0.401,0.64,1.0,0.881,0.688,0.0,0.117,68.0385,17.0,0.3119,0.1842,0.2976,35.0,0.4673,1.2715,0.6967,0.8256,0.0363,1.0
../calista/rating-based-dataset/images/foreign/32.png,3.3026427962489344,0.089,0.269,0.2,1.0,0.845,0.48,0.0,0.678,76.5293,12.0,0.4094,0.2515,0.4828,20.0,0.3675,0.8483,0.7807,0.8985,0.0544,0.9
../calista/rating-based-dataset/images/foreign/33.png,2.416454622561493,0.122,0.771,0.17,1.0,0.832,0.54,0.0,0.926,47.9603,10.0,0.4381,0.263,0.5591,27.0,0.4216,1.0523,0.8189,0.8642,0.0439,0.8
../calista/rating-based-dataset/images/foreign/34.png,4.0211442786069655,0.091,0.892,0.6,1.0,0.787,0.413,0.0,0.536,40.2046,14.0,0.3905,0.2011,0.4464,39.0,0.4932,0.7208,0.7945,0.9196,0.0447,0.9
../calista/rating-based-dataset/images/foreign/35.png,4.779638009049774,0.128,0.099,0.18,1.0,0.832,0.558,0.0,0.066,93.398,14.0,0.3468,0.1989,0.2577,13.0,0.3002,1.084,0.7438,0.855,0.0459,0.1
../calista/rating-based-dataset/images/foreign/36.png,2.8665780141843973,0.443,0.952,0.83,1.0,0.934,0.782,0.485,0.794,15.0192,8.0,0.1161,0.0898,0.7258,83.0,0.748,1.0982,0.5729,0.8476,0.0087,1.0
../calista/rating-based-dataset/images/foreign/37.png,4.251563896336014,0.111,0.574,0.31,1.0,0.839,0.56,0.001,0.639,58.5055,10.0,0.2788,0.1598,0.4729,27.0,0.4205,1.101,0.7122,0.8465,0.0319,0.5
../calista/rating-based-dataset/images/foreign/38.png,3.674757281553398,0.128,0.755,0.27,1.0,0.833,0.61,0.0,0.258,48.8312,13.0,0.4456,0.2603,0.364,22.0,0.3872,0.9763,0.7759,0.869,0.0409,0.8
../calista/rating-based-dataset/images/foreign/39.png,4.059410646387833,0.187,0.981,0.27,1.0,1.0,0.367,0.213,0.998,18.7812,5.0,0.226,0.136,0.6101,44.0,0.516,0.954,0.7109,0.8852,0.0157,0.8
../calista/rating-based-dataset/images/foreign/4.png,3.2745183887915936,0.166,0.972,0.32,1.0,1.0,0.55,0.7,0.219,17.4249,3.0,0.1165,0.0771,0.8913,46.0,0.5273,0.9467,0.7336,0.8952,0.0076,0.5
../calista/rating-based-dataset/images/foreign/40.png,4.153169014084507,0.103,0.831,0.33,1.0,0.845,0.651,0.0,0.212,44.3599,10.0,0.4257,0.22,0.346,24.0,0.4035,1.6728,0.7354,0.718,0.0347,0.6
../calista/rating-based-dataset/images/foreign/41.png,4.880671506352087,0.192,0.844,0.62,1.0,0.849,0.58,0.0,0.892,43.5031,9.0,0.2778,0.1766,0.5455,53.0,0.5638,1.2215,0.7003,0.8194,0.0293,0.9
../calista/rating-based-dataset/images/foreign/42.png,3.8708838821490468,0.18,0.972,0.16,1.0,0.71,0.52,0.107,0.864,32.5691,6.0,0.328,0.1928,0.7043,29.0,0.4354,0.7923,0.7528,0.9166,0.0303,0.5
../calista/rating-based-dataset/images/foreign/43.png,4.120658949243099,0.126,0.122,0.1,1.0,0.89,0.416,0.0,0.674,90.2482,13.0,0.3671,0.23,0.4818,16.0,0.3369,0.9415,0.7348,0.8826,0.0457,0.7
../calista/rating-based-dataset/images/foreign/44.png,4.651747655583972,0.138,0.991,0.11,1.0,0.868,0.517,0.0,0.258,29.2296,11.0,0.2946,0.172,0.3638,18.0,0.3559,1.0554,0.7373,0.8679,0.0213,0.9
../calista/rating-based-dataset/images/foreign/46.png,2.6881057268722466,0.253,0.975,0.17,1.0,1.0,0.554,0.782,0.122,17.8357,1.0,0.0971,0.0769,0.9389,41.0,0.5015,0.9849,0.6454,0.885,0.0108,0.7
../calista/rating-based-dataset/images/foreign/47.png,3.2693661971830985,0.125,0.61,0.16,1.0,0.843,0.609,0.0,0.76,56.638,12.0,0.2735,0.1837,0.5048,24.0,0.3982,0.9449,0.7507,0.887,0.0399,0.9
../calista/rating-based-dataset/images/foreign/48.png,4.439338235294118,0.187,0.816,0.47,1.0,0.849,0.645,0.036,0.997,45.3039,8.0,0.2862,0.1869,0.6079,48.0,0.5387,1.2109,0.6923,0.8395,0.0285,0.7
../calista/rating-based-dataset/images/foreign/49.png,4.45544982698962,0.129,0.861,0.28,1.0,0.816,0.625,0.0,0.176,42.4021,11.0,0.4178,0.2369,0.3302,22.0,0.3874,1.0963,0.7872,0.8595,0.0383,0.9
../calista/rating-based-dataset/images/foreign/5.png,4.618968386023295,0.114,0.901,0.37,1.0,0.9,0.515,0.0,0.929,39.543,11.0,0.2775,0.1753,0.5605,39.0,0.4897,0.8603,0.7372,0.8967,0.0316,0.5
../calista/rating-based-dataset/images/foreign/50.png,3.68013468013468,0.306,0.868,0.57,1.0,1.0,0.701,0.608,0.325,8.0557,5.0,0.1131,0.0868,0.8534,64.0,0.6203,1.6883,0.6269,0.7441,0.0027,1.0
../calista/rating-based-dataset/images/foreign/51.png,4.355193661971831,0.148,0.478,0.26,1.0,0.757,0.726,0.0,0.274,63.6851,12.0,0.3352,0.2101,0.3696,20.0,0.3718,1.1707,0.7336,0.8405,0.0509,0.6
../calista/rating-based-dataset/images/foreign/52.png,4.463908450704225,0.091,0.572,0.23,1.0,0.931,0.531,0.0,0.899,58.6169,9.0,0.3226,0.1967,0.5482,28.0,0.4281,1.0032,0.7925,0.8708,0.0222,1.0
../calista/rating-based-dataset/images/foreign/53.png,4.446020128087832,0.124,0.657,0.7,1.0,0.848,0.645,0.014,0.82,54.1887,12.0,0.2607,0.1553,0.5219,53.0,0.5626,0.8784,0.7757,0.8969,0.0364,0.9
../calista/rating-based-dataset/images/foreign/54.png,2.834172963895886,0.108,0.64,0.19,1.0,0.821,0.569,0.0,0.353,55.0595,9.0,0.3879,0.2187,0.3956,19.0,0.3604,0.9445,0.7523,0.8906,0.0493,0.5
../calista/rating-based-dataset/images/foreign/55.png,3.2810314685314683,0.141,0.366,0.78,1.0,0.646,0.688,0.0,0.543,70.1405,15.0,0.3789,0.2094,0.4482,45.0,0.5231,0.8899,0.7612,0.8921,0.0537,0.5
../calista/rating-based-dataset/images/foreign/57.png,4.111853832442068,0.119,0.165,0.62,1.0,0.881,0.629,0.0,0.11,85.3608,12.0,0.3462,0.2134,0.2929,30.0,0.4394,0.9504,0.743,0.8804,0.0526,0.9
../calista/rating-based-dataset/images/foreign/58.png,4.995689655172414,0.131,0.966,0.52,1.0,0.842,0.529,0.358,0.458,33.3392,5.0,0.1803,0.1183,0.8144,48.0,0.5364,0.838,0.7071,0.9041,0.0227,0.3
../calista/rating-based-dataset/images/foreign/59.png,3.2083700440528635,0.108,0.277,0.28,1.0,0.833,0.535,0.0,0.758,75.9513,11.0,0.4578,0.2475,0.5041,24.0,0.4034,1.3009,0.7842,0.8115,0.0525,1.0
../calista/rating-based-dataset/images/foreign/6.png,4.3654529307282415,0.165,0.076,0.53,1.0,0.828,0.722,0.0,0.18,97.1616,11.0,0.2996,0.1902,0.3318,27.0,0.4234,1.3367,0.706,0.7934,0.0637,0.7
../calista/rating-based-dataset/images/foreign/7.png,5.556499575191164,0.119,0.377,0.3,1.0,0.88,0.558,0.0,0.666,69.4267,10.0,0.3501,0.187,0.4797,26.0,0.4138,0.8565,0.7859,0.8969,0.0433,0.6
../calista/rating-based-dataset/images/foreign/8.png,4.361363636363636,0.127,0.569,0.53,1.0,0.844,0.677,0.0,0.194,58.8079,14.0,0.4157,0.2474,0.3382,31.0,0.4474,1.0698,0.7426,0.8652,0.0438,0.6
../calista/rating-based-dataset/images/foreign/9.png,3.6328125,0.174,0.67,0.33,1.0,0.849,0.687,0.0,0.928,53.4929,12.0,0.2989,0.1724,0.5597,37.0,0.4793,0.9932,0.7339,0.8753,0.0334,0.9
